reportportal service-api 5.3.5,"[{""start"":0,""end"":11,""label"":""cpe_vendor""},{""start"":13,""end"":23,""label"":""cpe_product""},{""start"":25,""end"":29,""label"":""cpe_version""}]"
kde ark 4.9.97,"[{""start"":0,""end"":2,""label"":""cpe_vendor""},{""start"":4,""end"":6,""label"":""cpe_product""},{""start"":8,""end"":13,""label"":""cpe_version""}]"
stranger studios paid memberships pro 1.8.13.2 for wordpress,"[{""start"":17,""end"":36,""label"":""cpe_product""},{""start"":38,""end"":45,""label"":""cpe_version""}]"
adobe flash player 11.1.102.55,"[{""start"":0,""end"":4,""label"":""cpe_vendor""},{""start"":6,""end"":17,""label"":""cpe_product""},{""start"":19,""end"":29,""label"":""cpe_version""}]"
foxitsoftware foxit reader 2.0,"[{""start"":0,""end"":12,""label"":""cpe_vendor""},{""start"":14,""end"":25,""label"":""cpe_product""},{""start"":27,""end"":29,""label"":""cpe_version""}]"
axelor open suite 6.0.10,"[{""start"":0,""end"":5,""label"":""cpe_vendor""},{""start"":7,""end"":16,""label"":""cpe_product""},{""start"":18,""end"":23,""label"":""cpe_version""}]"
banu tinyproxy 1.8.2,"[{""start"":0,""end"":3,""label"":""cpe_vendor""},{""start"":5,""end"":13,""label"":""cpe_product""},{""start"":15,""end"":19,""label"":""cpe_version""}]"
symantec norton password manager 6.2.1.6 for android,"[{""start"":0,""end"":7,""label"":""cpe_vendor""},{""start"":9,""end"":31,""label"":""cpe_product""},{""start"":33,""end"":39,""label"":""cpe_version""}]"
locationvalue restaurant karaoke shidax for android 1.3.3,"[{""start"":0,""end"":12,""label"":""cpe_vendor""},{""start"":14,""end"":38,""label"":""cpe_product""},{""start"":52,""end"":56,""label"":""cpe_version""}]"
ibm marketing operations 9.1.0.9,"[{""start"":0,""end"":2,""label"":""cpe_vendor""},{""start"":4,""end"":23,""label"":""cpe_product""},{""start"":25,""end"":31,""label"":""cpe_version""}]"
fortinet fortiportal 4.1.0,"[{""start"":0,""end"":7,""label"":""cpe_vendor""},{""start"":9,""end"":19,""label"":""cpe_product""},{""start"":21,""end"":25,""label"":""cpe_version""}]"
portswigger burp suite 1.7.28,"[{""start"":0,""end"":10,""label"":""cpe_vendor""},{""start"":12,""end"":21,""label"":""cpe_product""},{""start"":23,""end"":28,""label"":""cpe_version""}]"
swim or die software rsvp 0.6.0 for wordpress,"[{""start"":21,""end"":24,""label"":""cpe_product""},{""start"":26,""end"":30,""label"":""cpe_version""}]"
google chrome 19.0.1084.46,"[{""start"":0,""end"":5,""label"":""cpe_vendor""},{""start"":7,""end"":12,""label"":""cpe_product""},{""start"":14,""end"":25,""label"":""cpe_version""}]"
wpe webkit 2.19.4,"[{""start"":0,""end"":9,""label"":""cpe_product""},{""start"":11,""end"":16,""label"":""cpe_version""}]"
vfbpro visual form builder 2.9.6 for wordpress,"[{""start"":0,""end"":5,""label"":""cpe_vendor""},{""start"":7,""end"":25,""label"":""cpe_product""},{""start"":27,""end"":31,""label"":""cpe_version""}]"
icewarp webclient 10.1.3,"[{""start"":0,""end"":6,""label"":""cpe_vendor""},{""start"":8,""end"":16,""label"":""cpe_product""},{""start"":18,""end"":23,""label"":""cpe_version""}]"
ultra prod wordpress ultra simple paypal shopping cart 4.3.8.3 for wordpress,"[{""start"":11,""end"":53,""label"":""cpe_product""},{""start"":55,""end"":61,""label"":""cpe_version""}]"
fasterxml jackson-databind 2.4.0 release candidate 3,"[{""start"":0,""end"":8,""label"":""cpe_vendor""},{""start"":10,""end"":25,""label"":""cpe_product""},{""start"":27,""end"":31,""label"":""cpe_version""}]"
genesys intelligent workload distribution manager (iwd manager) 9.0.015.04,"[{""start"":0,""end"":6,""label"":""cpe_vendor""},{""start"":8,""end"":48,""label"":""cpe_product""},{""start"":64,""end"":73,""label"":""cpe_version""}]"
greyware domain time ii 5.2.b.20210630,"[{""start"":0,""end"":7,""label"":""cpe_vendor""},{""start"":9,""end"":22,""label"":""cpe_product""},{""start"":24,""end"":37,""label"":""cpe_version""}]"
quassel irc 0.7.3,"[{""start"":0,""end"":10,""label"":""cpe_product""},{""start"":12,""end"":16,""label"":""cpe_version""}]"
shibboleth opensaml 2.5.2,"[{""start"":0,""end"":9,""label"":""cpe_vendor""},{""start"":11,""end"":18,""label"":""cpe_product""},{""start"":20,""end"":24,""label"":""cpe_version""}]"
ays pro photo gallery 4.1.9 for wordpress,"[{""start"":8,""end"":20,""label"":""cpe_product""},{""start"":22,""end"":26,""label"":""cpe_version""}]"
web wiz forums 9.0 beta1,"[{""start"":0,""end"":13,""label"":""cpe_product""},{""start"":15,""end"":17,""label"":""cpe_version""}]"
getwooplugins additional variation images for woocommerce 1.0.1 for wordpress,"[{""start"":0,""end"":12,""label"":""cpe_vendor""},{""start"":14,""end"":56,""label"":""cpe_product""},{""start"":58,""end"":62,""label"":""cpe_version""}]"
genivia gsoap 2.8.66,"[{""start"":0,""end"":6,""label"":""cpe_vendor""},{""start"":8,""end"":12,""label"":""cpe_product""},{""start"":14,""end"":19,""label"":""cpe_version""}]"
arm mbed 5.7.5,"[{""start"":0,""end"":2,""label"":""cpe_vendor""},{""start"":4,""end"":7,""label"":""cpe_product""},{""start"":9,""end"":13,""label"":""cpe_version""}]"
"heateor super socializer (social share, social login and social comments plugin) 7.11.16 for wordpress","[{""start"":0,""end"":6,""label"":""cpe_vendor""},{""start"":8,""end"":23,""label"":""cpe_product""},{""start"":81,""end"":87,""label"":""cpe_version""}]"
line corporation armeria 0.11.0,"[{""start"":17,""end"":23,""label"":""cpe_product""},{""start"":25,""end"":30,""label"":""cpe_version""}]"
eficode influxdb 1.17 for jenkins,"[{""start"":0,""end"":6,""label"":""cpe_vendor""},{""start"":8,""end"":15,""label"":""cpe_product""},{""start"":17,""end"":20,""label"":""cpe_version""}]"
ultimate member 1.0.52 for wordpress,"[{""start"":0,""end"":14,""label"":""cpe_product""},{""start"":16,""end"":21,""label"":""cpe_version""}]"
greentreelabs gallery photoblocks 1.1.43 for wordpress,"[{""start"":0,""end"":12,""label"":""cpe_vendor""},{""start"":14,""end"":32,""label"":""cpe_product""},{""start"":34,""end"":39,""label"":""cpe_version""}]"
zyxel usg60w firmware 4.35,"[{""start"":0,""end"":4,""label"":""cpe_vendor""},{""start"":6,""end"":20,""label"":""cpe_product""},{""start"":22,""end"":25,""label"":""cpe_version""}]"
google chrome 13.0.782.31,"[{""start"":0,""end"":5,""label"":""cpe_vendor""},{""start"":7,""end"":12,""label"":""cpe_product""},{""start"":14,""end"":24,""label"":""cpe_version""}]"
pfizer lifecare pca infusion system firmware 5.0,"[{""start"":0,""end"":5,""label"":""cpe_vendor""},{""start"":7,""end"":43,""label"":""cpe_product""},{""start"":45,""end"":47,""label"":""cpe_version""}]"
followistic smart email alerts 1.0.2 for wordpress,"[{""start"":0,""end"":10,""label"":""cpe_vendor""},{""start"":12,""end"":29,""label"":""cpe_product""},{""start"":31,""end"":35,""label"":""cpe_version""}]"
analogic poste.io 2.0.17,"[{""start"":0,""end"":7,""label"":""cpe_vendor""},{""start"":9,""end"":16,""label"":""cpe_product""},{""start"":18,""end"":23,""label"":""cpe_version""}]"
xmidt cjwt 2019-11-25,"[{""start"":0,""end"":4,""label"":""cpe_vendor""},{""start"":6,""end"":9,""label"":""cpe_product""},{""start"":11,""end"":20,""label"":""cpe_version""}]"
smackcoders ultimate csv importer 3.8.8 for wordpress,"[{""start"":0,""end"":10,""label"":""cpe_vendor""},{""start"":12,""end"":32,""label"":""cpe_product""},{""start"":34,""end"":38,""label"":""cpe_version""}]"
macromedia contribute 1.0,"[{""start"":0,""end"":9,""label"":""cpe_vendor""},{""start"":11,""end"":20,""label"":""cpe_product""},{""start"":22,""end"":24,""label"":""cpe_version""}]"
micco unlha32.dll 2.63b,"[{""start"":0,""end"":4,""label"":""cpe_vendor""},{""start"":6,""end"":16,""label"":""cpe_product""},{""start"":18,""end"":22,""label"":""cpe_version""}]"
horms perdition 0.1.3,"[{""start"":0,""end"":4,""label"":""cpe_vendor""},{""start"":6,""end"":14,""label"":""cpe_product""},{""start"":16,""end"":20,""label"":""cpe_version""}]"
apache zookeeper 3.5.5 release candidate 2,"[{""start"":0,""end"":5,""label"":""cpe_vendor""},{""start"":7,""end"":15,""label"":""cpe_product""},{""start"":17,""end"":21,""label"":""cpe_version""}]"
ave ts01 firmware 1.0.65,"[{""start"":0,""end"":2,""label"":""cpe_vendor""},{""start"":4,""end"":16,""label"":""cpe_product""},{""start"":18,""end"":23,""label"":""cpe_version""}]"
mondula multi step form 1.2.8 for wordpress,"[{""start"":0,""end"":6,""label"":""cpe_vendor""},{""start"":8,""end"":22,""label"":""cpe_product""},{""start"":24,""end"":28,""label"":""cpe_version""}]"
yahoo athenz .1.7.47,"[{""start"":0,""end"":4,""label"":""cpe_vendor""},{""start"":6,""end"":11,""label"":""cpe_product""},{""start"":13,""end"":19,""label"":""cpe_version""}]"
mortbay jetty 3.0,"[{""start"":0,""end"":6,""label"":""cpe_vendor""},{""start"":8,""end"":12,""label"":""cpe_product""},{""start"":14,""end"":16,""label"":""cpe_version""}]"
roundcube webmail 1.4.8,"[{""start"":0,""end"":8,""label"":""cpe_vendor""},{""start"":10,""end"":16,""label"":""cpe_product""},{""start"":18,""end"":22,""label"":""cpe_version""}]"
shishnet shimmie 2.4.2,"[{""start"":0,""end"":7,""label"":""cpe_vendor""},{""start"":9,""end"":15,""label"":""cpe_product""},{""start"":17,""end"":21,""label"":""cpe_version""}]"
nelio software nelio ab testing 3.0.2 for wordpress,"[{""start"":15,""end"":30,""label"":""cpe_product""},{""start"":32,""end"":36,""label"":""cpe_version""}]"
springshare libcal 2.0,"[{""start"":0,""end"":10,""label"":""cpe_vendor""},{""start"":12,""end"":17,""label"":""cpe_product""},{""start"":19,""end"":21,""label"":""cpe_version""}]"
9bis kitty 0.71.0.4 for windows,"[{""start"":0,""end"":3,""label"":""cpe_vendor""},{""start"":5,""end"":9,""label"":""cpe_product""},{""start"":11,""end"":18,""label"":""cpe_version""}]"
kaseya vsa 9.1.0.11 rmm edition,"[{""start"":0,""end"":5,""label"":""cpe_vendor""},{""start"":7,""end"":9,""label"":""cpe_product""},{""start"":11,""end"":18,""label"":""cpe_version""}]"
butor portal 1.0.23,"[{""start"":0,""end"":4,""label"":""cpe_vendor""},{""start"":6,""end"":11,""label"":""cpe_product""},{""start"":13,""end"":18,""label"":""cpe_version""}]"
panduit intravue 2.3.0,"[{""start"":0,""end"":6,""label"":""cpe_vendor""},{""start"":8,""end"":15,""label"":""cpe_product""},{""start"":17,""end"":21,""label"":""cpe_version""}]"
pleasant solutions pleasant password server 7.5.9,"[{""start"":19,""end"":42,""label"":""cpe_product""},{""start"":44,""end"":48,""label"":""cpe_version""}]"
tigris tortoisesvn 1.0.8,"[{""start"":0,""end"":5,""label"":""cpe_vendor""},{""start"":7,""end"":17,""label"":""cpe_product""},{""start"":19,""end"":23,""label"":""cpe_version""}]"
atlassian bitbucket 4.6.2,"[{""start"":0,""end"":8,""label"":""cpe_vendor""},{""start"":10,""end"":18,""label"":""cpe_product""},{""start"":20,""end"":24,""label"":""cpe_version""}]"
ubuntu python-apt 0.9.3.2 ubuntu1,"[{""start"":0,""end"":5,""label"":""cpe_vendor""},{""start"":7,""end"":16,""label"":""cpe_product""},{""start"":18,""end"":24,""label"":""cpe_version""}]"
mirantis lens 3.1.0 release candidate 1,"[{""start"":0,""end"":7,""label"":""cpe_vendor""},{""start"":9,""end"":12,""label"":""cpe_product""},{""start"":14,""end"":18,""label"":""cpe_version""}]"
mediaburst two-factor authentication 1.1.0 for wordpress,"[{""start"":0,""end"":9,""label"":""cpe_vendor""},{""start"":11,""end"":35,""label"":""cpe_product""},{""start"":37,""end"":41,""label"":""cpe_version""}]"
area 17 twill 1.2.3,"[{""start"":8,""end"":12,""label"":""cpe_product""},{""start"":14,""end"":18,""label"":""cpe_version""}]"
alkacon opencms 6.2.1,"[{""start"":0,""end"":6,""label"":""cpe_vendor""},{""start"":8,""end"":14,""label"":""cpe_product""},{""start"":16,""end"":20,""label"":""cpe_version""}]"
naver corp whale 1.4.63.6,"[{""start"":11,""end"":15,""label"":""cpe_product""},{""start"":17,""end"":24,""label"":""cpe_version""}]"
google chrome 35.0.1916.3,"[{""start"":0,""end"":5,""label"":""cpe_vendor""},{""start"":7,""end"":12,""label"":""cpe_product""},{""start"":14,""end"":24,""label"":""cpe_version""}]"
sizmic labs plugmatter optin feature box 1.5.6 for wordpress,"[{""start"":0,""end"":5,""label"":""cpe_vendor""},{""start"":12,""end"":39,""label"":""cpe_product""},{""start"":41,""end"":45,""label"":""cpe_version""}]"
manydesigns portofino 4.2.6,"[{""start"":0,""end"":10,""label"":""cpe_vendor""},{""start"":12,""end"":20,""label"":""cpe_product""},{""start"":22,""end"":26,""label"":""cpe_version""}]"
lextudio restructuredtext 75.0.0 for visual studio code,"[{""start"":0,""end"":7,""label"":""cpe_vendor""},{""start"":9,""end"":24,""label"":""cpe_product""},{""start"":26,""end"":31,""label"":""cpe_version""}]"
apereo opencast 1.6.0 release candidate 1,"[{""start"":0,""end"":5,""label"":""cpe_vendor""},{""start"":7,""end"":14,""label"":""cpe_product""},{""start"":16,""end"":20,""label"":""cpe_version""}]"
tincan phplist 2.10.4,"[{""start"":0,""end"":5,""label"":""cpe_vendor""},{""start"":7,""end"":13,""label"":""cpe_product""},{""start"":15,""end"":20,""label"":""cpe_version""}]"
deutschepost mail optimizer 4.3,"[{""start"":0,""end"":11,""label"":""cpe_vendor""},{""start"":28,""end"":30,""label"":""cpe_version""}]"
ibm daeja viewone 5.0 professional edition,"[{""start"":0,""end"":2,""label"":""cpe_vendor""},{""start"":4,""end"":16,""label"":""cpe_product""},{""start"":18,""end"":20,""label"":""cpe_version""}]"
efficientscripts microblog poster 1.9.5.5 for wordpress,"[{""start"":0,""end"":15,""label"":""cpe_vendor""},{""start"":17,""end"":32,""label"":""cpe_product""},{""start"":34,""end"":40,""label"":""cpe_version""}]"
codeasily grand flagallery (flash-album-gallery) wordpress 1.56,"[{""start"":0,""end"":8,""label"":""cpe_vendor""},{""start"":10,""end"":25,""label"":""cpe_product""},{""start"":59,""end"":62,""label"":""cpe_version""}]"
core ftp server 2.0 build 674,"[{""start"":0,""end"":7,""label"":""cpe_product""},{""start"":16,""end"":18,""label"":""cpe_version""}]"
strategy11 business directory plugin - easy listing directories 5.7.4 for wordpress,"[{""start"":0,""end"":9,""label"":""cpe_vendor""},{""start"":11,""end"":62,""label"":""cpe_product""},{""start"":64,""end"":68,""label"":""cpe_version""}]"
admin columns 3.0.8 pro edition for wordpress,"[{""start"":0,""end"":12,""label"":""cpe_product""},{""start"":14,""end"":18,""label"":""cpe_version""}]"
casbin casdoor 1.11.1,"[{""start"":0,""end"":5,""label"":""cpe_vendor""},{""start"":7,""end"":13,""label"":""cpe_product""},{""start"":15,""end"":20,""label"":""cpe_version""}]"
connections-pro connections business directory 8.3 for wordpress,"[{""start"":0,""end"":14,""label"":""cpe_vendor""},{""start"":16,""end"":45,""label"":""cpe_product""},{""start"":47,""end"":49,""label"":""cpe_version""}]"
puppet discovery 1.2.0,"[{""start"":0,""end"":5,""label"":""cpe_vendor""},{""start"":7,""end"":15,""label"":""cpe_product""},{""start"":17,""end"":21,""label"":""cpe_version""}]"
automattic akismet 2.5.8 for wordpress,"[{""start"":0,""end"":9,""label"":""cpe_vendor""},{""start"":11,""end"":17,""label"":""cpe_product""},{""start"":19,""end"":23,""label"":""cpe_version""}]"
pivotal cloud foundry deployment concourse tasks 4.19,"[{""start"":0,""end"":6,""label"":""cpe_vendor""},{""start"":8,""end"":47,""label"":""cpe_product""},{""start"":49,""end"":52,""label"":""cpe_version""}]"
bestwebsoft twitter button 2.12 for wordpress,"[{""start"":0,""end"":10,""label"":""cpe_vendor""},{""start"":12,""end"":25,""label"":""cpe_product""},{""start"":27,""end"":30,""label"":""cpe_version""}]"
epicor crs retail store 3.2.03.01.008,"[{""start"":0,""end"":5,""label"":""cpe_vendor""},{""start"":7,""end"":22,""label"":""cpe_product""},{""start"":24,""end"":36,""label"":""cpe_version""}]"
camunda min-dash 1.1.0,"[{""start"":0,""end"":6,""label"":""cpe_vendor""},{""start"":8,""end"":15,""label"":""cpe_product""},{""start"":17,""end"":21,""label"":""cpe_version""}]"
metagauss profilegrid 3.8.3 for wordpress,"[{""start"":0,""end"":8,""label"":""cpe_vendor""},{""start"":10,""end"":20,""label"":""cpe_product""},{""start"":22,""end"":26,""label"":""cpe_version""}]"
oro inc oroplatform 2.0.5,"[{""start"":8,""end"":18,""label"":""cpe_product""},{""start"":20,""end"":24,""label"":""cpe_version""}]"
extreme networks extremexos 15.6.3 patch1-3,"[{""start"":17,""end"":26,""label"":""cpe_product""},{""start"":28,""end"":33,""label"":""cpe_version""}]"
titanhq webtitan cloud 4.10,"[{""start"":0,""end"":6,""label"":""cpe_vendor""},{""start"":8,""end"":21,""label"":""cpe_product""},{""start"":23,""end"":26,""label"":""cpe_version""}]"
jenkins shelve project 1.5 for jenkins,"[{""start"":0,""end"":6,""label"":""cpe_vendor""},{""start"":8,""end"":21,""label"":""cpe_product""},{""start"":23,""end"":25,""label"":""cpe_version""}]"
google chrome 4.0.249.41,"[{""start"":0,""end"":5,""label"":""cpe_vendor""},{""start"":7,""end"":12,""label"":""cpe_product""},{""start"":14,""end"":23,""label"":""cpe_version""}]"
a3rev page view count 1.0.6.2 for wordpress,"[{""start"":0,""end"":4,""label"":""cpe_vendor""},{""start"":6,""end"":20,""label"":""cpe_product""},{""start"":22,""end"":28,""label"":""cpe_version""}]"
onepress social locker 2.0.7 for wordpress,"[{""start"":9,""end"":21,""label"":""cpe_product""},{""start"":23,""end"":27,""label"":""cpe_version""}]"
gnome nautilus 2.13.2,"[{""start"":0,""end"":4,""label"":""cpe_vendor""},{""start"":6,""end"":13,""label"":""cpe_product""},{""start"":15,""end"":20,""label"":""cpe_version""}]"
brainstorm force schema 1.0.1 for wordpress,"[{""start"":17,""end"":22,""label"":""cpe_product""},{""start"":24,""end"":28,""label"":""cpe_version""}]"
axon evidence sync 3.15.89,"[{""start"":0,""end"":3,""label"":""cpe_vendor""},{""start"":5,""end"":17,""label"":""cpe_product""},{""start"":19,""end"":25,""label"":""cpe_version""}]"
bdew bdlib 1.7.0 for minecraft,"[{""start"":0,""end"":3,""label"":""cpe_vendor""},{""start"":5,""end"":9,""label"":""cpe_product""},{""start"":11,""end"":15,""label"":""cpe_version""}]"
brave browser 1.19.80,"[{""start"":0,""end"":4,""label"":""cpe_vendor""},{""start"":6,""end"":12,""label"":""cpe_product""},{""start"":14,""end"":20,""label"":""cpe_version""}]"
pandora kmplayer 3.0.0.1440,"[{""start"":0,""end"":6,""label"":""cpe_vendor""},{""start"":8,""end"":15,""label"":""cpe_product""},{""start"":17,""end"":26,""label"":""cpe_version""}]"
carnegie mellon university cyrus sasl 2.1.20,"[{""start"":38,""end"":43,""label"":""cpe_version""}]"
adobe premiere elements 14.1,"[{""start"":0,""end"":4,""label"":""cpe_vendor""},{""start"":6,""end"":22,""label"":""cpe_product""},{""start"":24,""end"":27,""label"":""cpe_version""}]"
mortbay jetty 1.3.0,"[{""start"":0,""end"":6,""label"":""cpe_vendor""},{""start"":8,""end"":12,""label"":""cpe_product""},{""start"":14,""end"":18,""label"":""cpe_version""}]"
linux containers lxc 0.7.2,"[{""start"":17,""end"":19,""label"":""cpe_product""},{""start"":21,""end"":25,""label"":""cpe_version""}]"
themeisle visualizer 3.0.6 for wordpress,"[{""start"":0,""end"":8,""label"":""cpe_vendor""},{""start"":10,""end"":19,""label"":""cpe_product""},{""start"":21,""end"":25,""label"":""cpe_version""}]"
cisco sx550x-16ft firmware 1.4.9.4,"[{""start"":0,""end"":4,""label"":""cpe_vendor""},{""start"":6,""end"":25,""label"":""cpe_product""},{""start"":27,""end"":33,""label"":""cpe_version""}]"
johnson controls entrapass 7.60 global edition,"[{""start"":17,""end"":25,""label"":""cpe_product""},{""start"":27,""end"":30,""label"":""cpe_version""}]"
sernet verinice 1.11.1,"[{""start"":0,""end"":5,""label"":""cpe_vendor""},{""start"":7,""end"":14,""label"":""cpe_product""},{""start"":16,""end"":21,""label"":""cpe_version""}]"
nelio software nelio ab testing 1.3 for wordpress,"[{""start"":15,""end"":30,""label"":""cpe_product""},{""start"":32,""end"":34,""label"":""cpe_version""}]"
mozilla thunderbird 3.1.3,"[{""start"":0,""end"":6,""label"":""cpe_vendor""},{""start"":8,""end"":18,""label"":""cpe_product""},{""start"":20,""end"":24,""label"":""cpe_version""}]"
dlitz pycrypto 1.1 alpha2,"[{""start"":0,""end"":4,""label"":""cpe_vendor""},{""start"":6,""end"":13,""label"":""cpe_product""},{""start"":15,""end"":17,""label"":""cpe_version""}]"
deltek winsight 4.1,"[{""start"":0,""end"":5,""label"":""cpe_vendor""},{""start"":7,""end"":14,""label"":""cpe_product""},{""start"":16,""end"":18,""label"":""cpe_version""}]"
spark development network rock rms 1.0.14,"[{""start"":26,""end"":33,""label"":""cpe_product""},{""start"":35,""end"":40,""label"":""cpe_version""}]"
mega menu max mega menu 2.3.7 for wordpress,"[{""start"":10,""end"":22,""label"":""cpe_product""},{""start"":24,""end"":28,""label"":""cpe_version""}]"
cerberus ftp server 8.0.7.0,"[{""start"":9,""end"":18,""label"":""cpe_product""},{""start"":20,""end"":26,""label"":""cpe_version""}]"
matrix element 1.7.5 web edition,"[{""start"":0,""end"":5,""label"":""cpe_vendor""},{""start"":7,""end"":13,""label"":""cpe_product""},{""start"":15,""end"":19,""label"":""cpe_version""}]"
zen cart 1.3.7,"[{""start"":0,""end"":7,""label"":""cpe_product""},{""start"":9,""end"":13,""label"":""cpe_version""}]"
lynx technology twonky server 7.2.1,"[{""start"":16,""end"":28,""label"":""cpe_product""},{""start"":30,""end"":34,""label"":""cpe_version""}]"
real serious games confucious 0.0.7 for node.js,"[{""start"":19,""end"":28,""label"":""cpe_product""},{""start"":30,""end"":34,""label"":""cpe_version""}]"
codeermeneer companion sitemap generator 3.6.3 for wordpress,"[{""start"":0,""end"":11,""label"":""cpe_vendor""},{""start"":13,""end"":39,""label"":""cpe_product""},{""start"":41,""end"":45,""label"":""cpe_version""}]"
haxx libcurl 7.65.0,"[{""start"":0,""end"":3,""label"":""cpe_vendor""},{""start"":5,""end"":11,""label"":""cpe_product""},{""start"":13,""end"":18,""label"":""cpe_version""}]"
bundesamt für gesundheit (bag) covid certificate 1.0.0 for iphone os,"[{""start"":26,""end"":28,""label"":""cpe_vendor""},{""start"":31,""end"":47,""label"":""cpe_product""},{""start"":49,""end"":53,""label"":""cpe_version""}]"
linphone (belledonne communications) belle-sip 4.4.7,"[{""start"":0,""end"":7,""label"":""cpe_vendor""},{""start"":37,""end"":45,""label"":""cpe_product""},{""start"":47,""end"":51,""label"":""cpe_version""}]"
gravitl netmaker 0.7,"[{""start"":0,""end"":6,""label"":""cpe_vendor""},{""start"":8,""end"":15,""label"":""cpe_product""},{""start"":17,""end"":19,""label"":""cpe_version""}]"
hp m2u76 firmware 1831a,"[{""start"":0,""end"":1,""label"":""cpe_vendor""},{""start"":3,""end"":16,""label"":""cpe_product""},{""start"":18,""end"":22,""label"":""cpe_version""}]"
opservices opmon 9.4.3,"[{""start"":0,""end"":9,""label"":""cpe_vendor""},{""start"":11,""end"":15,""label"":""cpe_product""},{""start"":17,""end"":21,""label"":""cpe_version""}]"
jupyterhub nbgitpuller 0.7.0,"[{""start"":0,""end"":9,""label"":""cpe_vendor""},{""start"":11,""end"":21,""label"":""cpe_product""},{""start"":23,""end"":27,""label"":""cpe_version""}]"
liquidware flexapp 6.5.2.5896,"[{""start"":0,""end"":9,""label"":""cpe_vendor""},{""start"":11,""end"":17,""label"":""cpe_product""},{""start"":19,""end"":28,""label"":""cpe_version""}]"
redmineup crm 3.2.15 for redmine,"[{""start"":0,""end"":8,""label"":""cpe_vendor""},{""start"":10,""end"":12,""label"":""cpe_product""},{""start"":14,""end"":19,""label"":""cpe_version""}]"
microsoft frontpage 2002,"[{""start"":0,""end"":8,""label"":""cpe_vendor""},{""start"":10,""end"":18,""label"":""cpe_product""},{""start"":20,""end"":23,""label"":""cpe_version""}]"
mt4 senhasegura 2.2.23.8,"[{""start"":0,""end"":2,""label"":""cpe_vendor""},{""start"":4,""end"":14,""label"":""cpe_product""},{""start"":16,""end"":23,""label"":""cpe_version""}]"
qnap qes 1.1.4 build 20180328,"[{""start"":0,""end"":3,""label"":""cpe_vendor""},{""start"":5,""end"":7,""label"":""cpe_product""},{""start"":9,""end"":13,""label"":""cpe_version""}]"
jquery ui 1.8.22 for jquery,"[{""start"":0,""end"":8,""label"":""cpe_product""},{""start"":10,""end"":15,""label"":""cpe_version""}]"
