intel celeron j j1800,[intel](cpe_vendor) [celeron j](cpe_product) [j1800](cpe_version)
yofla 360 product rotation 1.0.0 for wordpress,[yofla](cpe_vendor) [360 product rotation](cpe_product) [1.0.0](cpe_version) for wordpress
codection import and export users and customers 1.14.2.10 for wordpress,[codection](cpe_vendor) [import and export users and customers](cpe_product) [1.14.2.10](cpe_version) for wordpress
phpsugar php melody 1.6.4,[phpsugar](cpe_vendor) [php melody](cpe_product) [1.6.4](cpe_version)
adobe acrobat 11.0.5,[adobe](cpe_vendor) [acrobat](cpe_product) [11.0.5](cpe_version)
taoensso nippy 2.0.0,[taoensso](cpe_vendor) [nippy](cpe_product) [2.0.0](cpe_version)
flexera flexnet publisher 10.8.10,[flexera](cpe_vendor) [flexnet publisher](cpe_product) [10.8.10](cpe_version)
apache software foundation pdfbox 2.0.10,[apache](cpe_vendor) software foundation [pdfbox](cpe_product) [2.0.10](cpe_version)
gog galaxy 1.2.45 for macos,[gog](cpe_vendor) [galaxy](cpe_product) [1.2.45](cpe_version) for macos
oracle vm virtualbox 4.2.34,[oracle](cpe_vendor) [vm virtualbox](cpe_product) [4.2.34](cpe_version)
senstar symphony 7.3.1.3,[senstar](cpe_vendor) [symphony](cpe_product) [7.3.1.3](cpe_version)
openshift origin 1.2.0,[openshift](cpe_vendor) [origin](cpe_product) [1.2.0](cpe_version)
adtribes product feed pro for woocommerce 10.3.3 for wordpress,[adtribes](cpe_vendor) [product feed pro for woocommerce](cpe_product) [10.3.3](cpe_version) for wordpress
apereo central authentication service (cas) 4.1.6,[apereo](cpe_vendor) [central authentication service](cpe_product) (cas) [4.1.6](cpe_version)
snapappointments bootstrap-select 1.3.3 for node.js,[snapappointments](cpe_vendor) [bootstrap-select](cpe_product) [1.3.3](cpe_version) for node.js
getawesomesupport awesome support 4.3.0 for wordpress,[getawesomesupport](cpe_vendor) [awesome support](cpe_product) [4.3.0](cpe_version) for wordpress
owasp zed attack proxy (zap) w2021-12-20,[owasp](cpe_vendor) [zed attack proxy](cpe_product) (zap) [w2021-12-20](cpe_version)
fanuc r-30ib firmware 8.13,[fanuc](cpe_vendor) [r-30ib firmware](cpe_product) [8.13](cpe_version)
hasthemes ht mega - absolute addons for elementor page builder 1.5.2 for wordpress,[hasthemes](cpe_vendor) [ht mega - absolute addons for elementor page builder](cpe_product) [1.5.2](cpe_version) for wordpress
connectwise automate 2020.8,[connectwise](cpe_vendor) [automate](cpe_product) [2020.8](cpe_version)
sensiolabs httpclient 4.3.5,[sensiolabs](cpe_vendor) [httpclient](cpe_product) [4.3.5](cpe_version)
jetbrains mps 2017.2.2,[jetbrains](cpe_vendor) [mps](cpe_product) [2017.2.2](cpe_version)
google chrome 15.0.874.116,[google](cpe_vendor) [chrome](cpe_product) [15.0.874.116](cpe_version)
tielabs jannah 5.3.1 for wordpress,[tielabs](cpe_vendor) [jannah](cpe_product) [5.3.1](cpe_version) for wordpress
cartflows funnel builder 1.0.1 for wordpress,[cartflows](cpe_vendor) [funnel builder](cpe_product) [1.0.1](cpe_version) for wordpress
sensiolabs symfony 3.0.8,[sensiolabs](cpe_vendor) [symfony](cpe_product) [3.0.8](cpe_version)
nvidia tesla 443.18,[nvidia](cpe_vendor) [tesla](cpe_product) [443.18](cpe_version)
getshortcodes shortcodes ultimate 3.8 for wordpress,[getshortcodes](cpe_vendor) [shortcodes ultimate](cpe_product) [3.8](cpe_version) for wordpress
miwisoft mijosearch 2.0.0 for joomla!,[miwisoft](cpe_vendor) [mijosearch](cpe_product) [2.0.0](cpe_version) for joomla!
nextcloud richdocuments 2.0.2,[nextcloud](cpe_vendor) [richdocuments](cpe_product) [2.0.2](cpe_version)
netflix hollow 4.0.0 release candidate 1,[netflix](cpe_vendor) [hollow](cpe_product) [4.0.0](cpe_version) release candidate 1
otrs survey 6.0.14,[otrs](cpe_vendor) [survey](cpe_product) [6.0.14](cpe_version)
kepware kepserverex 5.11.262.0,[kepware](cpe_vendor) [kepserverex](cpe_product) [5.11.262.0](cpe_version)
cisco expressway x8.2.1,[cisco](cpe_vendor) [expressway](cpe_product) [x8.2.1](cpe_version)
innominate mguard blade hw-104020,[innominate](cpe_vendor) [mguard blade](cpe_product) [hw-104020](cpe_version)
b3log solo 1.8.0,[b3log](cpe_vendor) [solo](cpe_product) [1.8.0](cpe_version)
testes-codigo testes de codigo 5.1 for iphone os,[testes-codigo](cpe_vendor) [testes de codigo](cpe_product) [5.1](cpe_version) for iphone os
freepbx contactmanager 13.0.45.3 for freepbx,[freepbx](cpe_vendor) [contactmanager](cpe_product) [13.0.45.3](cpe_version) for freepbx
numfocus pandas 0.11.0,[numfocus](cpe_vendor) [pandas](cpe_product) [0.11.0](cpe_version)
gitlab runner 11.3.0,[gitlab](cpe_vendor) [runner](cpe_product) [11.3.0](cpe_version)
elsop linkscan 12.0,[elsop](cpe_vendor) [linkscan](cpe_product) [12.0](cpe_version)
cgal computational geometry algorithms library 3.2.1,[cgal](cpe_vendor) [computational geometry algorithms library](cpe_product) [3.2.1](cpe_version)
easycorp zentao 1.1,[easycorp](cpe_vendor) [zentao](cpe_product) [1.1](cpe_version)
atlassian jira 2.4.1  professional,[atlassian](cpe_vendor) [jira](cpe_product) [2.4.1](cpe_version)  professional
citrix sd-wan wanop 10.2.7b,[citrix](cpe_vendor) [sd-wan wanop](cpe_product) [10.2.7b](cpe_version)
netapp snapcenter 4.3,[netapp](cpe_vendor) [snapcenter](cpe_product) [4.3](cpe_version)
readdle spark 2.3.3.882,[readdle](cpe_vendor) [spark](cpe_product) [2.3.3.882](cpe_version)
cozmoslabs profile builder 2.4.6 for wordpress,[cozmoslabs](cpe_vendor) [profile builder](cpe_product) [2.4.6](cpe_version) for wordpress
ibm http server 5.3,[ibm](cpe_vendor) [http server](cpe_product) [5.3](cpe_version)
ibm iss blackice pc protection 3.6 cbd,[ibm](cpe_vendor) [iss blackice pc protection](cpe_product) [3.6](cpe_version) cbd
lulucms lulu cms 2015-07-11,[lulucms](cpe_vendor) [lulu cms](cpe_product) [2015-07-11](cpe_version)
prismjs previewers 1.16.0 for prismjs,[prismjs](cpe_vendor) [previewers](cpe_product) [1.16.0](cpe_version) for prismjs
webdav cadaver 0.22.4,[webdav](cpe_vendor) [cadaver](cpe_product) [0.22.4](cpe_version)
toocharger smartblog 1.3,[toocharger](cpe_vendor) [smartblog](cpe_product) [1.3](cpe_version)
max-3000 maxsite cms 98,[max-3000](cpe_vendor) [maxsite cms](cpe_product) [98](cpe_version)
tencent wechat 6.7.3 for android,[tencent](cpe_vendor) [wechat](cpe_product) [6.7.3](cpe_version) for android
guzzlephp psr-7 1.6.1,[guzzlephp](cpe_vendor) [psr-7](cpe_product) [1.6.1](cpe_version)
spomky-labs webauthn framwork 3.3.0,[spomky-labs](cpe_vendor) [webauthn framwork](cpe_product) [3.3.0](cpe_version)
jenkins amazon ec2 1.36 for jenkins,[jenkins](cpe_vendor) [amazon ec2](cpe_product) [1.36](cpe_version) for jenkins
netgate pfsense 2.2.5,[netgate](cpe_vendor) [pfsense](cpe_product) [2.2.5](cpe_version)
openresty lua-nginx-module 0.7.12,[openresty](cpe_vendor) [lua-nginx-module](cpe_product) [0.7.12](cpe_version)
dell inspiron 3468 firmware 1.12.0,[dell](cpe_vendor) [inspiron 3468 firmware](cpe_product) [1.12.0](cpe_version)
universal-robots ur software 5.4.3,[universal-robots](cpe_vendor) [ur software](cpe_product) [5.4.3](cpe_version)
tms-outsource wpdatatables 3.4.1 premium edition for wordpress,[tms-outsource](cpe_vendor) [wpdatatables](cpe_product) [3.4.1](cpe_version) premium edition for wordpress
nystudio107 seomatic 3.2.7 for craft cms,[nystudio107](cpe_vendor) [seomatic](cpe_product) [3.2.7](cpe_version) for craft cms
thunderdome planning poker 1.0.0 release candidate 19,[thunderdome](cpe_vendor) [planning poker](cpe_product) [1.0.0](cpe_version) release candidate 19
sencha labs connect 2.8.5 for node.js,[sencha](cpe_vendor) labs [connect](cpe_product) [2.8.5](cpe_version) for node.js
bioinformatics htmlawed 1.1.3,[bioinformatics](cpe_vendor) [htmlawed](cpe_product) [1.1.3](cpe_version)
sociomantic git-hub 1.0.2,[sociomantic](cpe_vendor) [git-hub](cpe_product) [1.0.2](cpe_version)
sourcefabric newscoop 4.4.6,[sourcefabric](cpe_vendor) [newscoop](cpe_product) [4.4.6](cpe_version)
asustor data master (adm) 3.0.5.rdu1,[asustor](cpe_vendor) data master ([adm](cpe_product)) [3.0.5.rdu1](cpe_version)
colossusxt colossuscoinxt 0.10.16.5,[colossusxt](cpe_vendor) [colossuscoinxt](cpe_product) [0.10.16.5](cpe_version)
cesanta mjs 1.19.2,[cesanta](cpe_vendor) [mjs](cpe_product) [1.19.2](cpe_version)
never5 download monitor 1.1.1 for wordpress,[never5](cpe_vendor) [download monitor](cpe_product) [1.1.1](cpe_version) for wordpress
starluxstudios puppy slots (aka air.com.starluxstudios.puppyslotsfree) for android 3.0,[starluxstudios](cpe_vendor) [puppy slots](cpe_product) (aka air.com.starluxstudios.puppyslotsfree) for android [3.0](cpe_version)
framasoft peertube 1.2.0 rc.1,[framasoft](cpe_vendor) [peertube](cpe_product) [1.2.0](cpe_version) rc.1
cyberark identity 20.1.242,[cyberark](cpe_vendor) [identity](cpe_product) [20.1.242](cpe_version)
bdew bdlib 0.9.1 for minecraft,[bdew](cpe_vendor) [bdlib](cpe_product) [0.9.1](cpe_version) for minecraft
beckhoff twincat 3.1.4022.30,[beckhoff](cpe_vendor) [twincat](cpe_product) [3.1.4022.30](cpe_version)
obm open business management (obm) 2.2.11,[obm](cpe_vendor) [open business management](cpe_product) (obm) [2.2.11](cpe_version)
snowtide pdfxstream 2.6.2,[snowtide](cpe_vendor) [pdfxstream](cpe_product) [2.6.2](cpe_version)
pion webrtc 2.0.12,[pion](cpe_vendor) [webrtc](cpe_product) [2.0.12](cpe_version)
alkacon opencms 6.2.1,[alkacon](cpe_vendor) [opencms](cpe_product) [6.2.1](cpe_version)
aol instant messenger (aim) 5.2,[aol](cpe_vendor) instant messenger ([aim](cpe_product)) [5.2](cpe_version)
tecnick tcexam 10.1.002,[tecnick](cpe_vendor) [tcexam](cpe_product) [10.1.002](cpe_version)
freepbx contactmanager 13.0.42.11 for freepbx,[freepbx](cpe_vendor) [contactmanager](cpe_product) [13.0.42.11](cpe_version) for freepbx
atlassian sourcetree 2.0.5.8 for macos,[atlassian](cpe_vendor) [sourcetree](cpe_product) [2.0.5.8](cpe_version) for macos
google chrome 24.0.1292.1,[google](cpe_vendor) [chrome](cpe_product) [24.0.1292.1](cpe_version)
alibaba fastjson 1.1.36,[alibaba](cpe_vendor) [fastjson](cpe_product) [1.1.36](cpe_version)
pepperl-fuchs pcv100-f200-b25-v1d-6011 firmware 1.10.0,[pepperl-fuchs](cpe_vendor) [pcv100-f200-b25-v1d-6011 firmware](cpe_product) [1.10.0](cpe_version)
hotosm tasking manager 3.4.2,[hotosm](cpe_vendor) [tasking manager](cpe_product) [3.4.2](cpe_version)
facebook proxygen 2019.12.02.00,[facebook](cpe_vendor) [proxygen](cpe_product) [2019.12.02.00](cpe_version)
greentreelabs gallery photoblocks 1.1.9 for wordpress,[greentreelabs](cpe_vendor) [gallery photoblocks](cpe_product) [1.1.9](cpe_version) for wordpress
juniper junos 16.2 r2-s1,[juniper](cpe_vendor) [junos](cpe_product) [16.2](cpe_version) r2-s1
borland search 3.0.34.0,[borland](cpe_vendor) [search](cpe_product) [3.0.34.0](cpe_version)
condusiv diskeeper 2010 professional 14.0.909.32,[condusiv](cpe_vendor) [diskeeper 2010](cpe_product) professional [14.0.909.32](cpe_version)
wp-livechat wp live chat support wp live chat support 4.3.5 for wordpress,[wp-livechat](cpe_vendor) wp live chat support [wp live chat support](cpe_product) [4.3.5](cpe_version) for wordpress
google chrome 21.0.1180.32,[google](cpe_vendor) [chrome](cpe_product) [21.0.1180.32](cpe_version)
netscout ngenius infinistream 4.6.0,[netscout](cpe_vendor) [ngenius infinistream](cpe_product) [4.6.0](cpe_version)
livetecs timeline 6.2.1,[livetecs](cpe_vendor) [timeline](cpe_product) [6.2.1](cpe_version)
apple swift 4.1.2 for ubuntu,[apple](cpe_vendor) [swift](cpe_product) [4.1.2](cpe_version) for ubuntu
devpups social pug 1.4.8 for wordpress,[devpups](cpe_vendor) [social pug](cpe_product) [1.4.8](cpe_version) for wordpress
coppermine-gallery coppermine photo gallery 1.4.1 beta,[coppermine-gallery](cpe_vendor) [coppermine photo gallery](cpe_product) [1.4.1](cpe_version) beta
schneems wicked gem for ruby 0.1.6,[schneems](cpe_vendor) [wicked](cpe_product) gem for ruby [0.1.6](cpe_version)
cisco ucs 64108 firmware 4.1,[cisco](cpe_vendor) [ucs 64108 firmware](cpe_product) [4.1](cpe_version)
xorux stor2rrd 2.00,[xorux](cpe_vendor) [stor2rrd](cpe_product) [2.00](cpe_version)
xorux lpar2rrd 3.20,[xorux](cpe_vendor) [lpar2rrd](cpe_product) [3.20](cpe_version)
yithemes yith woocommerce request a quote 1.4.7 premium edition for wordpress,[yithemes](cpe_vendor) [yith woocommerce request a quote](cpe_product) [1.4.7](cpe_version) premium edition for wordpress
huawei p8 smartphone firmware gra-cl00c92b350,[huawei](cpe_vendor) [p8 smartphone firmware](cpe_product) [gra-cl00c92b350](cpe_version)
gurock testrail 2.6,[gurock](cpe_vendor) [testrail](cpe_product) [2.6](cpe_version)
jenkins assembla 1.1 for jenkins,[jenkins](cpe_vendor) [assembla](cpe_product) [1.1](cpe_version) for jenkins
intel xeon e3-1515m v5 firmware 26.20.100.6859 for windows,[intel](cpe_vendor) [xeon e3-1515m v5 firmware](cpe_product) [26.20.100.6859](cpe_version) for windows
microsoft mono 4.3.2.467,[microsoft](cpe_vendor) [mono](cpe_product) [4.3.2.467](cpe_version)
leap13 premium addons for elementor 3.2.9 for wordpress,[leap13](cpe_vendor) [premium addons for elementor](cpe_product) [3.2.9](cpe_version) for wordpress
epignosis efront open source edition 3.6.15.2,[epignosis](cpe_vendor) [efront](cpe_product) open source edition [3.6.15.2](cpe_version)
ibm api management 3.0.4.0,[ibm](cpe_vendor) [api management](cpe_product) [3.0.4.0](cpe_version)
luracast restler 3.1.0,[luracast](cpe_vendor) [restler](cpe_product) [3.1.0](cpe_version)
netfortris trixbox 2.8.0.4 ,[netfortris](cpe_vendor) [trixbox](cpe_product) [2.8.0.4](cpe_version) 
hgiga msr45 isherlock-user 4.5-117,[hgiga](cpe_vendor) [msr45 isherlock-user](cpe_product) [4.5-117](cpe_version)
eclipse kura 1.2.1 release candidate 3,[eclipse](cpe_vendor) [kura](cpe_product) [1.2.1](cpe_version) release candidate 3
ahsay cloud backup suite 7.7.0.0,[ahsay](cpe_vendor) [cloud backup suite](cpe_product) [7.7.0.0](cpe_version)
nic knot resolver 2.4.0,[nic](cpe_vendor) [knot resolver](cpe_product) [2.4.0](cpe_version)
haxx curl 7.49.0,[haxx](cpe_vendor) [curl](cpe_product) [7.49.0](cpe_version)
saasproject booking package 1.4.10 for wordpress,[saasproject](cpe_vendor) [booking package](cpe_product) [1.4.10](cpe_version) for wordpress
dena h2o 1.6.1,[dena](cpe_vendor) [h2o](cpe_product) [1.6.1](cpe_version)
sonarsource sonarqube 1.4.3,[sonarsource](cpe_vendor) [sonarqube](cpe_product) [1.4.3](cpe_version)
likebtn like button rating 2.3.3 for wordpress,[likebtn](cpe_vendor) [like button rating](cpe_product) [2.3.3](cpe_version) for wordpress
amazon open distro 1.10.1 for elasticsearch,[amazon](cpe_vendor) [open distro](cpe_product) [1.10.1](cpe_version) for elasticsearch
techsmith snagit 7.1.1,[techsmith](cpe_vendor) [snagit](cpe_product) [7.1.1](cpe_version)
sensiolabs symfony 2.8.37,[sensiolabs](cpe_vendor) [symfony](cpe_product) [2.8.37](cpe_version)
santesoft dicom viewer pro 11.1,[santesoft](cpe_vendor) [dicom viewer pro](cpe_product) [11.1](cpe_version)
bittorrent utorrent 1.7.2,[bittorrent](cpe_vendor) [utorrent](cpe_product) [1.7.2](cpe_version)
quadbase espressreport es 6.6 update 4,[quadbase](cpe_vendor) [espressreport es](cpe_product) [6.6](cpe_version) update 4
re-logic terraria 1.3.4.3,[re-logic](cpe_vendor) [terraria](cpe_product) [1.3.4.3](cpe_version)
intel xeon e7 8850,[intel](cpe_vendor) [xeon e7](cpe_product) [8850](cpe_version)
extrun ilbo 1.0.1 for iphone os,[extrun](cpe_vendor) [ilbo](cpe_product) [1.0.1](cpe_version) for iphone os
iconics bizviz 9.01,[iconics](cpe_vendor) [bizviz](cpe_product) [9.01](cpe_version)
idrive remotepc 7.6.33 for macos,[idrive](cpe_vendor) [remotepc](cpe_product) [7.6.33](cpe_version) for macos
eq-3 homematic ccu2 firmware 2.29.23,[eq-3](cpe_vendor) [homematic ccu2 firmware](cpe_product) [2.29.23](cpe_version)
kaine wise chat 2.0 for wordpress,[kaine](cpe_vendor) [wise chat](cpe_product) [2.0](cpe_version) for wordpress
mortbay jetty 5.1.3 rc2,[mortbay](cpe_vendor) [jetty](cpe_product) [5.1.3](cpe_version) rc2
opswat metadefender 4.6.2,[opswat](cpe_vendor) [metadefender](cpe_product) [4.6.2](cpe_version)
exceedone exment 1.3.5,[exceedone](cpe_vendor) [exment](cpe_product) [1.3.5](cpe_version)
rsa archer grc platform 6.2,[rsa](cpe_vendor) [archer grc platform](cpe_product) [6.2](cpe_version)
